Provinsi,Komoditas,Tahun,Luas Panen,Produksi
INDONESIA,Kedelai,2000,824484.0,1017634.0
INDONESIA,Kedelai,2001,678848.0,826932.0
INDONESIA,Kedelai,2002,544522.0,673056.0
INDONESIA,Kedelai,2003,526796.0,671600.0
INDONESIA,Kedelai,2004,565155.0,723483.0
INDONESIA,Kedelai,2005,621541.0,808353.0
INDONESIA,Kedelai,2006,580534.0,747611.0
INDONESIA,Kedelai,2007,459116.0,592534.0
INDONESIA,Kedelai,2008,590956.0,775710.0
INDONESIA,Kedelai,2009,722791.0,974512.0
INDONESIA,Kedelai,2010,660823.0,907031.0
INDONESIA,Kedelai,2011,622254.0,851286.0
INDONESIA,Kedelai,2012,567624.0,843153.0
INDONESIA,Kedelai,2013,550793.0,779992.0
INDONESIA,Kedelai,2014,615685.0,954997.0
INDONESIA,Kedelai,2015,614095.0,963183.0
JAMBI,Kedelai,1993,10190.0,9127.0
JAMBI,Kedelai,1994,8333.0,6679.0
JAMBI,Kedelai,1995,12214.0,10548.0
JAMBI,Kedelai,1996,14861.0,13297.0
JAMBI,Kedelai,1997,11710.0,11213.0
JAMBI,Kedelai,1998,11406.0,11496.0
JAMBI,Kedelai,1999,14422.0,14966.0
JAMBI,Kedelai,2000,4301.0,4233.0
JAMBI,Kedelai,2001,2170.0,2359.0
JAMBI,Kedelai,2002,3460.0,3772.0
JAMBI,Kedelai,2003,2912.0,3992.0
JAMBI,Kedelai,2004,1815.0,2532.0
JAMBI,Kedelai,2005,2191.0,2863.0
JAMBI,Kedelai,2006,2637.0,3443.0
JAMBI,Kedelai,2007,3406.0,4316.0
JAMBI,Kedelai,2008,4785.0,5969.0
JAMBI,Kedelai,2009,7238.0,9132.0
JAMBI,Kedelai,2010,4243.0,5320.0
JAMBI,Kedelai,2011,4563.0,5668.0
JAMBI,Kedelai,2012,2809.0,3516.0
JAMBI,Kedelai,2013,1877.0,2372.0
JAMBI,Kedelai,2014,5288.0,6800.0
JAMBI,Kedelai,2015,4906.0,6732.0
JAWA BARAT,Kedelai,1993,104772.0,125559.0
JAWA BARAT,Kedelai,1994,80015.0,94908.0
JAWA BARAT,Kedelai,1995,81647.0,95670.0
JAWA BARAT,Kedelai,1996,68459.0,81296.0
JAWA BARAT,Kedelai,1997,59287.0,75239.0
JAWA BARAT,Kedelai,1998,57385.0,70976.0
JAWA BARAT,Kedelai,1999,68065.0,85988.0
JAWA BARAT,Kedelai,2000,45259.0,55075.0
JAWA BARAT,Kedelai,2001,28557.0,34603.0
JAWA BARAT,Kedelai,2002,22714.0,29790.0
JAWA BARAT,Kedelai,2003,14971.0,19822.0
JAWA BARAT,Kedelai,2004,20997.0,29090.0
JAWA BARAT,Kedelai,2005,17934.0,23845.0
JAWA BARAT,Kedelai,2006,17878.0,24495.0
JAWA BARAT,Kedelai,2007,12429.0,17438.0
JAWA BARAT,Kedelai,2008,23810.0,32921.0
JAWA BARAT,Kedelai,2009,41775.0,60257.0
JAWA BARAT,Kedelai,2010,36700.0,55823.0
JAWA BARAT,Kedelai,2011,35674.0,56166.0
JAWA BARAT,Kedelai,2012,30345.0,47426.0
JAWA BARAT,Kedelai,2013,35682.0,51172.0
JAWA BARAT,Kedelai,2014,70719.0,115261.0
JAWA BARAT,Kedelai,2015,60172.0,98938.0
JAWA TENGAH,Kedelai,1993,181503.0,227134.0
JAWA TENGAH,Kedelai,1994,163846.0,188903.0
JAWA TENGAH,Kedelai,1995,211766.0,251597.0
JAWA TENGAH,Kedelai,1996,192979.0,248946.0
JAWA TENGAH,Kedelai,1997,155917.0,207019.0
JAWA TENGAH,Kedelai,1998,180129.0,237156.0
JAWA TENGAH,Kedelai,1999,173743.0,233725.0
JAWA TENGAH,Kedelai,2000,147305.0,204064.0
JAWA TENGAH,Kedelai,2001,111808.0,151178.0
JAWA TENGAH,Kedelai,2002,89056.0,117068.0
JAWA TENGAH,Kedelai,2003,98163.0,142315.0
JAWA TENGAH,Kedelai,2004,79557.0,113852.0
JAWA TENGAH,Kedelai,2005,115368.0,167107.0
JAWA TENGAH,Kedelai,2006,91265.0,132261.0
JAWA TENGAH,Kedelai,2007,84098.0,123209.0
JAWA TENGAH,Kedelai,2008,111653.0,167345.0
JAWA TENGAH,Kedelai,2009,110061.0,175156.0
JAWA TENGAH,Kedelai,2010,114070.0,187992.0
JAWA TENGAH,Kedelai,2011,81988.0,112273.0
JAWA TENGAH,Kedelai,2012,97112.0,152416.0
JAWA TENGAH,Kedelai,2013,65278.0,99318.0
JAWA TENGAH,Kedelai,2014,72235.0,125467.0
JAWA TENGAH,Kedelai,2015,70629.0,129794.0
JAWA TIMUR,Kedelai,1993,433530.0,549713.0
JAWA TIMUR,Kedelai,1994,427176.0,493632.0
JAWA TIMUR,Kedelai,1995,416223.0,487190.0
JAWA TIMUR,Kedelai,1996,416796.0,509096.0
JAWA TIMUR,Kedelai,1997,414748.0,511531.0
JAWA TIMUR,Kedelai,1998,374093.0,457272.0
JAWA TIMUR,Kedelai,1999,399065.0,485878.0
JAWA TIMUR,Kedelai,2000,306328.0,385212.0
JAWA TIMUR,Kedelai,2001,280653.0,349188.0
JAWA TIMUR,Kedelai,2002,238136.0,300184.0
JAWA TIMUR,Kedelai,2003,222433.0,287205.0
JAWA TIMUR,Kedelai,2004,246940.0,318929.0
JAWA TIMUR,Kedelai,2005,255443.0,335106.0
JAWA TIMUR,Kedelai,2006,246534.0,320205.0
JAWA TIMUR,Kedelai,2007,199493.0,252027.0
JAWA TIMUR,Kedelai,2008,216828.0,277281.0
JAWA TIMUR,Kedelai,2009,264779.0,355260.0
JAWA TIMUR,Kedelai,2010,246894.0,339491.0
JAWA TIMUR,Kedelai,2011,252815.0,366999.0
JAWA TIMUR,Kedelai,2012,220815.0,361986.0
JAWA TIMUR,Kedelai,2013,210618.0,329461.0
JAWA TIMUR,Kedelai,2014,214880.0,355464.0
JAWA TIMUR,Kedelai,2015,208067.0,344998.0
KALIMANTAN BARAT,Kedelai,1993,2663.0,2619.0
KALIMANTAN BARAT,Kedelai,1994,4203.0,4084.0
KALIMANTAN BARAT,Kedelai,1995,5955.0,6109.0
KALIMANTAN BARAT,Kedelai,1996,6906.0,7115.0
KALIMANTAN BARAT,Kedelai,1997,5411.0,5629.0
KALIMANTAN BARAT,Kedelai,1998,4014.0,4065.0
KALIMANTAN BARAT,Kedelai,1999,5175.0,5236.0
KALIMANTAN BARAT,Kedelai,2000,2248.0,2342.0
KALIMANTAN BARAT,Kedelai,2001,1785.0,1920.0
KALIMANTAN BARAT,Kedelai,2002,1635.0,1823.0
KALIMANTAN BARAT,Kedelai,2003,1020.0,1144.0
KALIMANTAN BARAT,Kedelai,2004,1063.0,1231.0
KALIMANTAN BARAT,Kedelai,2005,1194.0,1349.0
KALIMANTAN BARAT,Kedelai,2006,1515.0,1728.0
KALIMANTAN BARAT,Kedelai,2007,693.0,802.0
KALIMANTAN BARAT,Kedelai,2008,1333.0,1562.0
KALIMANTAN BARAT,Kedelai,2009,1758.0,2046.0
KALIMANTAN BARAT,Kedelai,2010,2541.0,3477.0
KALIMANTAN BARAT,Kedelai,2011,1501.0,2027.0
KALIMANTAN BARAT,Kedelai,2012,998.0,1339.0
KALIMANTAN BARAT,Kedelai,2013,1203.0,1677.0
KALIMANTAN BARAT,Kedelai,2014,2026.0,3161.0
KALIMANTAN BARAT,Kedelai,2015,1647.0,2637.0
KALIMANTAN SELATAN,Kedelai,1993,7060.0,7048.0
KALIMANTAN SELATAN,Kedelai,1994,6777.0,6787.0
KALIMANTAN SELATAN,Kedelai,1995,9668.0,10377.0
KALIMANTAN SELATAN,Kedelai,1996,10276.0,11481.0
KALIMANTAN SELATAN,Kedelai,1997,7360.0,8274.0
KALIMANTAN SELATAN,Kedelai,1998,6082.0,7189.0
KALIMANTAN SELATAN,Kedelai,1999,11117.0,12613.0
KALIMANTAN SELATAN,Kedelai,2000,7346.0,8598.0
KALIMANTAN SELATAN,Kedelai,2001,5167.0,6143.0
KALIMANTAN SELATAN,Kedelai,2002,5802.0,7120.0
KALIMANTAN SELATAN,Kedelai,2003,5055.0,6400.0
KALIMANTAN SELATAN,Kedelai,2004,4382.0,5423.0
KALIMANTAN SELATAN,Kedelai,2005,2118.0,2552.0
KALIMANTAN SELATAN,Kedelai,2006,184.0,2138.0
KALIMANTAN SELATAN,Kedelai,2007,1806.0,206.0
KALIMANTAN SELATAN,Kedelai,2008,3260.0,3818.0
KALIMANTAN SELATAN,Kedelai,2009,3345.0,3838.0
KALIMANTAN SELATAN,Kedelai,2010,3154.0,3809.0
KALIMANTAN SELATAN,Kedelai,2011,3354.0,4376.0
KALIMANTAN SELATAN,Kedelai,2012,2878.0,3860.0
KALIMANTAN SELATAN,Kedelai,2013,3038.0,4072.0
KALIMANTAN SELATAN,Kedelai,2014,6848.0,8946.0
KALIMANTAN SELATAN,Kedelai,2015,7722.0,10537.0
KALIMANTAN TENGAH,Kedelai,1993,2765.0,2367.0
KALIMANTAN TENGAH,Kedelai,1994,4100.0,3533.0
KALIMANTAN TENGAH,Kedelai,1995,4509.0,4762.0
KALIMANTAN TENGAH,Kedelai,1996,7053.0,6824.0
KALIMANTAN TENGAH,Kedelai,1997,2573.0,2560.0
KALIMANTAN TENGAH,Kedelai,1998,3249.0,3328.0
KALIMANTAN TENGAH,Kedelai,1999,7050.0,7293.0
KALIMANTAN TENGAH,Kedelai,2000,4424.0,4606.0
KALIMANTAN TENGAH,Kedelai,2001,3354.0,3479.0
KALIMANTAN TENGAH,Kedelai,2002,1882.0,2036.0
KALIMANTAN TENGAH,Kedelai,2003,1429.0,1544.0
KALIMANTAN TENGAH,Kedelai,2004,1070.0,1162.0
KALIMANTAN TENGAH,Kedelai,2005,757.0,792.0
KALIMANTAN TENGAH,Kedelai,2006,625.0,682.0
KALIMANTAN TENGAH,Kedelai,2007,719.0,784.0
KALIMANTAN TENGAH,Kedelai,2008,1653.0,1860.0
KALIMANTAN TENGAH,Kedelai,2009,1889.0,2136.0
KALIMANTAN TENGAH,Kedelai,2010,2397.0,2764.0
KALIMANTAN TENGAH,Kedelai,2011,2443.0,2823.0
KALIMANTAN TENGAH,Kedelai,2012,1448.0,1700.0
KALIMANTAN TENGAH,Kedelai,2013,1413.0,1684.0
KALIMANTAN TENGAH,Kedelai,2014,1166.0,1397.0
KALIMANTAN TENGAH,Kedelai,2015,1052.0,1262.0
KALIMANTAN TIMUR,Kedelai,1993,3805.0,3520.0
KALIMANTAN TIMUR,Kedelai,1994,3962.0,4871.0
KALIMANTAN TIMUR,Kedelai,1995,4904.0,4971.0
KALIMANTAN TIMUR,Kedelai,1996,4121.0,4409.0
KALIMANTAN TIMUR,Kedelai,1997,3762.0,4075.0
KALIMANTAN TIMUR,Kedelai,1998,2286.0,2412.0
KALIMANTAN TIMUR,Kedelai,1999,5855.0,6355.0
KALIMANTAN TIMUR,Kedelai,2000,2155.0,2313.0
KALIMANTAN TIMUR,Kedelai,2001,2000.0,2172.0
KALIMANTAN TIMUR,Kedelai,2002,1834.0,2068.0
KALIMANTAN TIMUR,Kedelai,2003,2087.0,2357.0
KALIMANTAN TIMUR,Kedelai,2004,2074.0,2157.0
KALIMANTAN TIMUR,Kedelai,2005,2034.0,2629.0
KALIMANTAN TIMUR,Kedelai,2006,2152.0,2783.0
KALIMANTAN TIMUR,Kedelai,2007,1521.0,2008.0
KALIMANTAN TIMUR,Kedelai,2008,2143.0,2578.0
KALIMANTAN TIMUR,Kedelai,2009,1878.0,2255.0
KALIMANTAN TIMUR,Kedelai,2010,1679.0,2204.0
KALIMANTAN TIMUR,Kedelai,2011,1835.0,2281.0
KALIMANTAN TIMUR,Kedelai,2012,1042.0,1364.0
KALIMANTAN TIMUR,Kedelai,2013,963.0,1402.0
KALIMANTAN TIMUR,Kedelai,2014,768.0,1128.0
KALIMANTAN TIMUR,Kedelai,2015,947.0,1519.0
KALIMANTAN UTARA,Kedelai,1993,0.0,0.0
KALIMANTAN UTARA,Kedelai,1994,0.0,0.0
KALIMANTAN UTARA,Kedelai,1995,0.0,0.0
KALIMANTAN UTARA,Kedelai,1996,0.0,0.0
KALIMANTAN UTARA,Kedelai,1997,0.0,0.0
KALIMANTAN UTARA,Kedelai,1998,0.0,0.0
KALIMANTAN UTARA,Kedelai,1999,0.0,0.0
KALIMANTAN UTARA,Kedelai,2000,0.0,0.0
KALIMANTAN UTARA,Kedelai,2001,0.0,0.0
KALIMANTAN UTARA,Kedelai,2002,0.0,0.0
KALIMANTAN UTARA,Kedelai,2003,0.0,0.0
KALIMANTAN UTARA,Kedelai,2004,0.0,0.0
KALIMANTAN UTARA,Kedelai,2005,0.0,0.0
KALIMANTAN UTARA,Kedelai,2006,0.0,0.0
KALIMANTAN UTARA,Kedelai,2007,0.0,0.0
KALIMANTAN UTARA,Kedelai,2008,0.0,0.0
KALIMANTAN UTARA,Kedelai,2009,0.0,0.0
KALIMANTAN UTARA,Kedelai,2010,0.0,0.0
KALIMANTAN UTARA,Kedelai,2011,0.0,0.0
KALIMANTAN UTARA,Kedelai,2012,0.0,0.0
KALIMANTAN UTARA,Kedelai,2013,84.0,84.0
KALIMANTAN UTARA,Kedelai,2014,97.0,97.0
KALIMANTAN UTARA,Kedelai,2015,2423.0,2239.0
KEP. BANGKA BELITUNG,Kedelai,1993,0.0,0.0
KEP. BANGKA BELITUNG,Kedelai,1994,0.0,0.0
KEP. BANGKA BELITUNG,Kedelai,1995,0.0,0.0
KEP. BANGKA BELITUNG,Kedelai,1996,0.0,0.0
KEP. BANGKA BELITUNG,Kedelai,1997,0.0,0.0
KEP. BANGKA BELITUNG,Kedelai,1998,0.0,0.0
KEP. BANGKA BELITUNG,Kedelai,1999,0.0,0.0
KEP. BANGKA BELITUNG,Kedelai,2000,0.0,0.0
KEP. BANGKA BELITUNG,Kedelai,2001,4.0,4.0
KEP. BANGKA BELITUNG,Kedelai,2002,1.0,1.0
KEP. BANGKA BELITUNG,Kedelai,2003,3.0,3.0
KEP. BANGKA BELITUNG,Kedelai,2004,0.0,0.0
KEP. BANGKA BELITUNG,Kedelai,2005,0.0,0.0
KEP. BANGKA BELITUNG,Kedelai,2006,0.0,0.0
KEP. BANGKA BELITUNG,Kedelai,2007,0.0,0.0
KEP. BANGKA BELITUNG,Kedelai,2008,8.0,8.0
KEP. BANGKA BELITUNG,Kedelai,2009,1.0,1.0
KEP. BANGKA BELITUNG,Kedelai,2010,53.0,52.0
KEP. BANGKA BELITUNG,Kedelai,2011,1.0,1.0
KEP. BANGKA BELITUNG,Kedelai,2012,1.0,1.0
KEP. BANGKA BELITUNG,Kedelai,2013,0.0,0.0
KEP. BANGKA BELITUNG,Kedelai,2014,3.0,3.0
KEP. BANGKA BELITUNG,Kedelai,2015,1.0,1.0
KEP. RIAU,Kedelai,1993,0.0,0.0
KEP. RIAU,Kedelai,1994,0.0,0.0
KEP. RIAU,Kedelai,1995,0.0,0.0
KEP. RIAU,Kedelai,1996,0.0,0.0
KEP. RIAU,Kedelai,1997,0.0,0.0
KEP. RIAU,Kedelai,1998,0.0,0.0
KEP. RIAU,Kedelai,1999,0.0,0.0
KEP. RIAU,Kedelai,2000,0.0,0.0
KEP. RIAU,Kedelai,2001,0.0,0.0
KEP. RIAU,Kedelai,2002,0.0,0.0
KEP. RIAU,Kedelai,2003,0.0,0.0
KEP. RIAU,Kedelai,2004,0.0,0.0
KEP. RIAU,Kedelai,2005,0.0,0.0
KEP. RIAU,Kedelai,2006,0.0,0.0
KEP. RIAU,Kedelai,2007,0.0,0.0
KEP. RIAU,Kedelai,2008,2.0,2.0
KEP. RIAU,Kedelai,2009,2.0,2.0
KEP. RIAU,Kedelai,2010,6.0,6.0
KEP. RIAU,Kedelai,2011,7.0,7.0
KEP. RIAU,Kedelai,2012,15.0,15.0
KEP. RIAU,Kedelai,2013,17.0,18.0
KEP. RIAU,Kedelai,2014,17.0,18.0
KEP. RIAU,Kedelai,2015,14.0,15.0
LAMPUNG,Kedelai,1993,124881.0,126204.0
LAMPUNG,Kedelai,1994,106991.0,110380.0
LAMPUNG,Kedelai,1995,177553.0,183566.0
LAMPUNG,Kedelai,1996,89323.0,92730.0
LAMPUNG,Kedelai,1997,30700.0,31914.0
LAMPUNG,Kedelai,1998,41427.0,43008.0
LAMPUNG,Kedelai,1999,50472.0,53848.0
LAMPUNG,Kedelai,2000,24066.0,22457.0
LAMPUNG,Kedelai,2001,12176.0,12391.0
LAMPUNG,Kedelai,2002,6020.0,6032.0
LAMPUNG,Kedelai,2003,4231.0,4360.0
LAMPUNG,Kedelai,2004,5139.0,5388.0
LAMPUNG,Kedelai,2005,4110.0,4699.0
LAMPUNG,Kedelai,2006,3158.0,3594.0
LAMPUNG,Kedelai,2007,3008.0,3396.0
LAMPUNG,Kedelai,2008,5658.0,6678.0
LAMPUNG,Kedelai,2009,13518.0,16153.0
LAMPUNG,Kedelai,2010,6195.0,7325.0
LAMPUNG,Kedelai,2011,9232.0,10984.0
LAMPUNG,Kedelai,2012,6708.0,7993.0
LAMPUNG,Kedelai,2013,4986.0,6156.0
LAMPUNG,Kedelai,2014,11362.0,13777.0
LAMPUNG,Kedelai,2015,8407.0,9815.0
MALUKU,Kedelai,1993,169.0,204.0
MALUKU,Kedelai,1994,2169.0,2558.0
MALUKU,Kedelai,1995,2161.0,2551.0
MALUKU,Kedelai,1996,1944.0,2319.0
MALUKU,Kedelai,1997,2288.0,2695.0
MALUKU,Kedelai,1998,1504.0,1740.0
MALUKU,Kedelai,1999,1824.0,2040.0
MALUKU,Kedelai,2000,2073.0,2415.0
MALUKU,Kedelai,2001,1908.0,2293.0
MALUKU,Kedelai,2002,408.0,487.0
MALUKU,Kedelai,2003,1237.0,1484.0
MALUKU,Kedelai,2004,977.0,1173.0
MALUKU,Kedelai,2005,1194.0,1423.0
MALUKU,Kedelai,2006,1191.0,1433.0
MALUKU,Kedelai,2007,1227.0,148.0
MALUKU,Kedelai,2008,1294.0,1563.0
MALUKU,Kedelai,2009,1307.0,1579.0
MALUKU,Kedelai,2010,988.0,1183.0
MALUKU,Kedelai,2011,247.0,297.0
MALUKU,Kedelai,2012,272.0,348.0
MALUKU,Kedelai,2013,203.0,254.0
MALUKU,Kedelai,2014,457.0,578.0
MALUKU,Kedelai,2015,766.0,707.0
MALUKU UTARA,Kedelai,1993,0.0,0.0
MALUKU UTARA,Kedelai,1994,0.0,0.0
MALUKU UTARA,Kedelai,1995,0.0,0.0
MALUKU UTARA,Kedelai,1996,0.0,0.0
MALUKU UTARA,Kedelai,1997,0.0,0.0
MALUKU UTARA,Kedelai,1998,0.0,0.0
MALUKU UTARA,Kedelai,1999,0.0,0.0
MALUKU UTARA,Kedelai,2000,0.0,0.0
MALUKU UTARA,Kedelai,2001,0.0,0.0
MALUKU UTARA,Kedelai,2002,0.0,0.0
MALUKU UTARA,Kedelai,2003,463.0,552.0
MALUKU UTARA,Kedelai,2004,572.0,676.0
MALUKU UTARA,Kedelai,2005,990.0,1182.0
MALUKU UTARA,Kedelai,2006,994.0,1164.0
MALUKU UTARA,Kedelai,2007,966.0,1134.0
MALUKU UTARA,Kedelai,2008,1047.0,1278.0
MALUKU UTARA,Kedelai,2009,543.0,652.0
MALUKU UTARA,Kedelai,2010,787.0,944.0
MALUKU UTARA,Kedelai,2011,845.0,1100.0
MALUKU UTARA,Kedelai,2012,978.0,1303.0
MALUKU UTARA,Kedelai,2013,1005.0,1227.0
MALUKU UTARA,Kedelai,2014,615.0,762.0
MALUKU UTARA,Kedelai,2015,453.0,475.0
NUSA TENGGARA BARAT,Kedelai,1993,129929.0,132752.0
NUSA TENGGARA BARAT,Kedelai,1994,131967.0,130284.0
NUSA TENGGARA BARAT,Kedelai,1995,134557.0,136773.0
NUSA TENGGARA BARAT,Kedelai,1996,131733.0,135156.0
NUSA TENGGARA BARAT,Kedelai,1997,117984.0,122345.0
NUSA TENGGARA BARAT,Kedelai,1998,118840.0,124273.0
NUSA TENGGARA BARAT,Kedelai,1999,113935.0,117471.0
NUSA TENGGARA BARAT,Kedelai,2000,66919.0,70771.0
NUSA TENGGARA BARAT,Kedelai,2001,67782.0,72111.0
NUSA TENGGARA BARAT,Kedelai,2002,52569.0,59994.0
NUSA TENGGARA BARAT,Kedelai,2003,64608.0,76333.0
NUSA TENGGARA BARAT,Kedelai,2004,75658.0,91495.0
NUSA TENGGARA BARAT,Kedelai,2005,89230.0,106682.0
NUSA TENGGARA BARAT,Kedelai,2006,95278.0,10864.0
NUSA TENGGARA BARAT,Kedelai,2007,56901.0,68419.0
NUSA TENGGARA BARAT,Kedelai,2008,76154.0,95106.0
NUSA TENGGARA BARAT,Kedelai,2009,87920.0,95846.0
NUSA TENGGARA BARAT,Kedelai,2010,86649.0,93122.0
NUSA TENGGARA BARAT,Kedelai,2011,75042.0,88099.0
NUSA TENGGARA BARAT,Kedelai,2012,62888.0,74156.0
NUSA TENGGARA BARAT,Kedelai,2013,86882.0,91065.0
NUSA TENGGARA BARAT,Kedelai,2014,68896.0,97172.0
NUSA TENGGARA BARAT,Kedelai,2015,94948.0,125036.0
NUSA TENGGARA TIMUR,Kedelai,1993,3264.0,3056.0
NUSA TENGGARA TIMUR,Kedelai,1994,5962.0,5493.0
NUSA TENGGARA TIMUR,Kedelai,1995,5627.0,4108.0
NUSA TENGGARA TIMUR,Kedelai,1996,5149.0,4296.0
NUSA TENGGARA TIMUR,Kedelai,1997,5249.0,4452.0
NUSA TENGGARA TIMUR,Kedelai,1998,3850.0,2917.0
NUSA TENGGARA TIMUR,Kedelai,1999,7903.0,5751.0
NUSA TENGGARA TIMUR,Kedelai,2000,3533.0,3018.0
NUSA TENGGARA TIMUR,Kedelai,2001,2010.0,1648.0
NUSA TENGGARA TIMUR,Kedelai,2002,3613.0,2984.0
NUSA TENGGARA TIMUR,Kedelai,2003,3571.0,4032.0
NUSA TENGGARA TIMUR,Kedelai,2004,2308.0,2368.0
NUSA TENGGARA TIMUR,Kedelai,2005,2093.0,2188.0
NUSA TENGGARA TIMUR,Kedelai,2006,2694.0,2786.0
NUSA TENGGARA TIMUR,Kedelai,2007,1529.0,1561.0
NUSA TENGGARA TIMUR,Kedelai,2008,2326.0,2295.0
NUSA TENGGARA TIMUR,Kedelai,2009,2010.0,2101.0
NUSA TENGGARA TIMUR,Kedelai,2010,1758.0,1780.0
NUSA TENGGARA TIMUR,Kedelai,2011,1366.0,1378.0
NUSA TENGGARA TIMUR,Kedelai,2012,2691.0,2781.0
NUSA TENGGARA TIMUR,Kedelai,2013,1778.0,1675.0
NUSA TENGGARA TIMUR,Kedelai,2014,2790.0,2710.0
NUSA TENGGARA TIMUR,Kedelai,2015,3563.0,3615.0
PAPUA,Kedelai,1993,5823.0,6137.0
PAPUA,Kedelai,1994,4301.0,4261.0
PAPUA,Kedelai,1995,6152.0,6753.0
PAPUA,Kedelai,1996,6905.0,7614.0
PAPUA,Kedelai,1997,5975.0,6376.0
PAPUA,Kedelai,1998,7903.0,8398.0
PAPUA,Kedelai,1999,6123.0,6310.0
PAPUA,Kedelai,2000,7094.0,7318.0
PAPUA,Kedelai,2001,7592.0,8010.0
PAPUA,Kedelai,2002,4974.0,5126.0
PAPUA,Kedelai,2003,3331.0,3407.0
PAPUA,Kedelai,2004,3936.0,4160.0
PAPUA,Kedelai,2005,4227.0,4511.0
PAPUA,Kedelai,2006,3845.0,4222.0
PAPUA,Kedelai,2007,3601.0,3982.0
PAPUA,Kedelai,2008,3657.0,3983.0
PAPUA,Kedelai,2009,3626.0,3998.0
PAPUA,Kedelai,2010,3763.0,4152.0
PAPUA,Kedelai,2011,3549.0,3959.0
PAPUA,Kedelai,2012,3732.0,4156.0
PAPUA,Kedelai,2013,3750.0,4610.0
PAPUA,Kedelai,2014,3384.0,3983.0
PAPUA,Kedelai,2015,2761.0,3522.0
PAPUA BARAT,Kedelai,1993,0.0,0.0
PAPUA BARAT,Kedelai,1994,0.0,0.0
PAPUA BARAT,Kedelai,1995,0.0,0.0
PAPUA BARAT,Kedelai,1996,0.0,0.0
PAPUA BARAT,Kedelai,1997,0.0,0.0
PAPUA BARAT,Kedelai,1998,0.0,0.0
PAPUA BARAT,Kedelai,1999,0.0,0.0
PAPUA BARAT,Kedelai,2000,0.0,0.0
PAPUA BARAT,Kedelai,2001,0.0,0.0
PAPUA BARAT,Kedelai,2002,0.0,0.0
PAPUA BARAT,Kedelai,2003,0.0,0.0
PAPUA BARAT,Kedelai,2004,0.0,0.0
PAPUA BARAT,Kedelai,2005,2137.0,2279.0
PAPUA BARAT,Kedelai,2006,1795.0,1887.0
PAPUA BARAT,Kedelai,2007,1282.0,1361.0
PAPUA BARAT,Kedelai,2008,1624.0,1740.0
PAPUA BARAT,Kedelai,2009,1150.0,1208.0
PAPUA BARAT,Kedelai,2010,571.0,600.0
PAPUA BARAT,Kedelai,2011,375.0,403.0
PAPUA BARAT,Kedelai,2012,603.0,650.0
PAPUA BARAT,Kedelai,2013,617.0,669.0
PAPUA BARAT,Kedelai,2014,890.0,945.0
PAPUA BARAT,Kedelai,2015,1362.0,1439.0
RIAU,Kedelai,1993,11122.0,11186.0
RIAU,Kedelai,1994,11840.0,12019.0
RIAU,Kedelai,1995,7332.0,6897.0
RIAU,Kedelai,1996,8087.0,7730.0
RIAU,Kedelai,1997,7461.0,7156.0
RIAU,Kedelai,1998,4906.0,4827.0
RIAU,Kedelai,1999,3960.0,3795.0
RIAU,Kedelai,2000,3110.0,3100.0
RIAU,Kedelai,2001,2006.0,2289.0
RIAU,Kedelai,2002,2296.0,2307.0
RIAU,Kedelai,2003,1423.0,1438.0
RIAU,Kedelai,2004,1781.0,1825.0
RIAU,Kedelai,2005,2829.0,2923.0
RIAU,Kedelai,2006,3994.0,4205.0
RIAU,Kedelai,2007,2266.0,2419.0
RIAU,Kedelai,2008,4319.0,4689.0
RIAU,Kedelai,2009,4906.0,5298.0
RIAU,Kedelai,2010,5252.0,5830.0
RIAU,Kedelai,2011,6425.0,7100.0
RIAU,Kedelai,2012,3686.0,4182.0
RIAU,Kedelai,2013,1949.0,2211.0
RIAU,Kedelai,2014,2030.0,2332.0
RIAU,Kedelai,2015,1516.0,2145.0
SULAWESI BARAT,Kedelai,1993,0.0,0.0
SULAWESI BARAT,Kedelai,1994,0.0,0.0
SULAWESI BARAT,Kedelai,1995,0.0,0.0
SULAWESI BARAT,Kedelai,1996,0.0,0.0
SULAWESI BARAT,Kedelai,1997,0.0,0.0
SULAWESI BARAT,Kedelai,1998,0.0,0.0
SULAWESI BARAT,Kedelai,1999,0.0,0.0
SULAWESI BARAT,Kedelai,2000,0.0,0.0
SULAWESI BARAT,Kedelai,2001,0.0,0.0
SULAWESI BARAT,Kedelai,2002,0.0,0.0
SULAWESI BARAT,Kedelai,2003,0.0,0.0
SULAWESI BARAT,Kedelai,2004,0.0,0.0
SULAWESI BARAT,Kedelai,2005,447.0,641.0
SULAWESI BARAT,Kedelai,2006,783.0,1049.0
SULAWESI BARAT,Kedelai,2007,793.0,108.0
SULAWESI BARAT,Kedelai,2008,1498.0,2054.0
SULAWESI BARAT,Kedelai,2009,2076.0,3153.0
SULAWESI BARAT,Kedelai,2010,2083.0,3195.0
SULAWESI BARAT,Kedelai,2011,1764.0,2433.0
SULAWESI BARAT,Kedelai,2012,2021.0,3222.0
SULAWESI BARAT,Kedelai,2013,942.0,1181.0
SULAWESI BARAT,Kedelai,2014,3410.0,3998.0
SULAWESI BARAT,Kedelai,2015,4106.0,4218.0
SULAWESI SELATAN,Kedelai,1993,62080.0,77146.0
SULAWESI SELATAN,Kedelai,1994,75137.0,90115.0
SULAWESI SELATAN,Kedelai,1995,60959.0,77245.0
SULAWESI SELATAN,Kedelai,1996,34445.0,47695.0
