Provinsi,Komoditas,Tahun,Luas Panen,Produksi
KALIMANTAN SELATAN,Kacang Hijau,2003,1320.0,1486.0
KALIMANTAN SELATAN,Kacang Hijau,2004,1322.0,1415.0
KALIMANTAN SELATAN,Kacang Hijau,2005,1628.0,1751.0
KALIMANTAN SELATAN,Kacang Hijau,2006,1139.0,1166.0
KALIMANTAN SELATAN,Kacang Hijau,2007,1517.0,1548.0
KALIMANTAN SELATAN,Kacang Hijau,2008,1482.0,1529.0
KALIMANTAN SELATAN,Kacang Hijau,2009,1545.0,1598.0
KALIMANTAN SELATAN,Kacang Hijau,2010,1292.0,1337.0
KALIMANTAN SELATAN,Kacang Hijau,2011,744.0,774.0
KALIMANTAN SELATAN,Kacang Hijau,2012,787.0,843.0
KALIMANTAN SELATAN,Kacang Hijau,2013,703.0,757.0
KALIMANTAN SELATAN,Kacang Hijau,2014,759.0,817.0
KALIMANTAN SELATAN,Kacang Hijau,2015,634.0,655.0
KALIMANTAN TENGAH,Kacang Hijau,1993,0.0,0.0
KALIMANTAN TENGAH,Kacang Hijau,1994,0.0,0.0
KALIMANTAN TENGAH,Kacang Hijau,1995,0.0,0.0
KALIMANTAN TENGAH,Kacang Hijau,1996,0.0,0.0
KALIMANTAN TENGAH,Kacang Hijau,1997,330.0,247.0
KALIMANTAN TENGAH,Kacang Hijau,1998,444.0,328.0
KALIMANTAN TENGAH,Kacang Hijau,1999,495.0,367.0
KALIMANTAN TENGAH,Kacang Hijau,2000,734.0,544.0
KALIMANTAN TENGAH,Kacang Hijau,2001,735.0,540.0
KALIMANTAN TENGAH,Kacang Hijau,2002,508.0,395.0
KALIMANTAN TENGAH,Kacang Hijau,2003,519.0,408.0
KALIMANTAN TENGAH,Kacang Hijau,2004,762.0,601.0
KALIMANTAN TENGAH,Kacang Hijau,2005,362.0,290.0
KALIMANTAN TENGAH,Kacang Hijau,2006,366.0,296.0
KALIMANTAN TENGAH,Kacang Hijau,2007,426.0,348.0
KALIMANTAN TENGAH,Kacang Hijau,2008,248.0,205.0
KALIMANTAN TENGAH,Kacang Hijau,2009,179.0,145.0
KALIMANTAN TENGAH,Kacang Hijau,2010,206.0,170.0
KALIMANTAN TENGAH,Kacang Hijau,2011,125.0,103.0
KALIMANTAN TENGAH,Kacang Hijau,2012,210.0,173.0
KALIMANTAN TENGAH,Kacang Hijau,2013,127.0,105.0
KALIMANTAN TENGAH,Kacang Hijau,2014,70.0,59.0
KALIMANTAN TENGAH,Kacang Hijau,2015,52.0,44.0
KALIMANTAN TIMUR,Kacang Hijau,1993,0.0,0.0
KALIMANTAN TIMUR,Kacang Hijau,1994,0.0,0.0
KALIMANTAN TIMUR,Kacang Hijau,1995,0.0,0.0
KALIMANTAN TIMUR,Kacang Hijau,1996,0.0,0.0
KALIMANTAN TIMUR,Kacang Hijau,1997,1413.0,1313.0
KALIMANTAN TIMUR,Kacang Hijau,1998,1191.0,1087.0
KALIMANTAN TIMUR,Kacang Hijau,1999,1095.0,1083.0
KALIMANTAN TIMUR,Kacang Hijau,2000,1118.0,1035.0
KALIMANTAN TIMUR,Kacang Hijau,2001,903.0,894.0
KALIMANTAN TIMUR,Kacang Hijau,2002,1020.0,1078.0
KALIMANTAN TIMUR,Kacang Hijau,2003,930.0,984.0
KALIMANTAN TIMUR,Kacang Hijau,2004,1055.0,1058.0
KALIMANTAN TIMUR,Kacang Hijau,2005,793.0,834.0
KALIMANTAN TIMUR,Kacang Hijau,2006,890.0,928.0
KALIMANTAN TIMUR,Kacang Hijau,2007,951.0,999.0
KALIMANTAN TIMUR,Kacang Hijau,2008,1071.0,1136.0
KALIMANTAN TIMUR,Kacang Hijau,2009,1133.0,1212.0
KALIMANTAN TIMUR,Kacang Hijau,2010,910.0,932.0
KALIMANTAN TIMUR,Kacang Hijau,2011,731.0,761.0
KALIMANTAN TIMUR,Kacang Hijau,2012,527.0,556.0
KALIMANTAN TIMUR,Kacang Hijau,2013,349.0,373.0
KALIMANTAN TIMUR,Kacang Hijau,2014,342.0,367.0
KALIMANTAN TIMUR,Kacang Hijau,2015,162.0,176.0
KALIMANTAN UTARA,Kacang Hijau,1993,0.0,0.0
KALIMANTAN UTARA,Kacang Hijau,1994,0.0,0.0
KALIMANTAN UTARA,Kacang Hijau,1995,0.0,0.0
KALIMANTAN UTARA,Kacang Hijau,1996,0.0,0.0
KALIMANTAN UTARA,Kacang Hijau,1997,0.0,0.0
KALIMANTAN UTARA,Kacang Hijau,1998,0.0,0.0
KALIMANTAN UTARA,Kacang Hijau,1999,0.0,0.0
KALIMANTAN UTARA,Kacang Hijau,2000,0.0,0.0
KALIMANTAN UTARA,Kacang Hijau,2001,0.0,0.0
KALIMANTAN UTARA,Kacang Hijau,2002,0.0,0.0
KALIMANTAN UTARA,Kacang Hijau,2003,0.0,0.0
KALIMANTAN UTARA,Kacang Hijau,2004,0.0,0.0
KALIMANTAN UTARA,Kacang Hijau,2005,0.0,0.0
KALIMANTAN UTARA,Kacang Hijau,2006,0.0,0.0
KALIMANTAN UTARA,Kacang Hijau,2007,0.0,0.0
KALIMANTAN UTARA,Kacang Hijau,2008,0.0,0.0
KALIMANTAN UTARA,Kacang Hijau,2009,0.0,0.0
KALIMANTAN UTARA,Kacang Hijau,2010,0.0,0.0
KALIMANTAN UTARA,Kacang Hijau,2011,0.0,0.0
KALIMANTAN UTARA,Kacang Hijau,2012,0.0,0.0
KALIMANTAN UTARA,Kacang Hijau,2013,70.0,72.0
KALIMANTAN UTARA,Kacang Hijau,2014,119.0,116.0
KALIMANTAN UTARA,Kacang Hijau,2015,112.0,113.0
KEP. BANGKA BELITUNG,Kacang Hijau,1993,0.0,0.0
KEP. BANGKA BELITUNG,Kacang Hijau,1994,0.0,0.0
KEP. BANGKA BELITUNG,Kacang Hijau,1995,0.0,0.0
KEP. BANGKA BELITUNG,Kacang Hijau,1996,0.0,0.0
KEP. BANGKA BELITUNG,Kacang Hijau,1997,0.0,0.0
KEP. BANGKA BELITUNG,Kacang Hijau,1998,0.0,0.0
KEP. BANGKA BELITUNG,Kacang Hijau,1999,0.0,0.0
KEP. BANGKA BELITUNG,Kacang Hijau,2000,0.0,0.0
KEP. BANGKA BELITUNG,Kacang Hijau,2001,2.0,2.0
KEP. BANGKA BELITUNG,Kacang Hijau,2002,0.0,0.0
KEP. BANGKA BELITUNG,Kacang Hijau,2003,0.0,0.0
KEP. BANGKA BELITUNG,Kacang Hijau,2004,0.0,0.0
KEP. BANGKA BELITUNG,Kacang Hijau,2005,0.0,0.0
KEP. BANGKA BELITUNG,Kacang Hijau,2006,0.0,0.0
KEP. BANGKA BELITUNG,Kacang Hijau,2007,0.0,0.0
KEP. BANGKA BELITUNG,Kacang Hijau,2008,0.0,0.0
KEP. BANGKA BELITUNG,Kacang Hijau,2009,0.0,0.0
KEP. BANGKA BELITUNG,Kacang Hijau,2010,0.0,0.0
KEP. BANGKA BELITUNG,Kacang Hijau,2011,1.0,0.0
KEP. BANGKA BELITUNG,Kacang Hijau,2012,0.0,0.0
KEP. BANGKA BELITUNG,Kacang Hijau,2013,0.0,0.0
KEP. BANGKA BELITUNG,Kacang Hijau,2014,0.0,0.0
KEP. BANGKA BELITUNG,Kacang Hijau,2015,0.0,0.0
KEP. RIAU,Kacang Hijau,1993,0.0,0.0
KEP. RIAU,Kacang Hijau,1994,0.0,0.0
KEP. RIAU,Kacang Hijau,1995,0.0,0.0
KEP. RIAU,Kacang Hijau,1996,0.0,0.0
KEP. RIAU,Kacang Hijau,1997,0.0,0.0
KEP. RIAU,Kacang Hijau,1998,0.0,0.0
KEP. RIAU,Kacang Hijau,1999,0.0,0.0
KEP. RIAU,Kacang Hijau,2000,0.0,0.0
KEP. RIAU,Kacang Hijau,2001,0.0,0.0
KEP. RIAU,Kacang Hijau,2002,0.0,0.0
KEP. RIAU,Kacang Hijau,2003,0.0,0.0
KEP. RIAU,Kacang Hijau,2004,0.0,0.0
KEP. RIAU,Kacang Hijau,2005,4.0,4.0
KEP. RIAU,Kacang Hijau,2006,2.0,2.0
KEP. RIAU,Kacang Hijau,2007,2.0,2.0
KEP. RIAU,Kacang Hijau,2008,0.0,0.0
KEP. RIAU,Kacang Hijau,2009,0.0,0.0
KEP. RIAU,Kacang Hijau,2010,0.0,0.0
KEP. RIAU,Kacang Hijau,2011,0.0,0.0
KEP. RIAU,Kacang Hijau,2012,0.0,0.0
KEP. RIAU,Kacang Hijau,2013,0.0,0.0
KEP. RIAU,Kacang Hijau,2014,0.0,0.0
KEP. RIAU,Kacang Hijau,2015,0.0,0.0
LAMPUNG,Kacang Hijau,1993,0.0,0.0
LAMPUNG,Kacang Hijau,1994,0.0,0.0
LAMPUNG,Kacang Hijau,1995,0.0,0.0
LAMPUNG,Kacang Hijau,1996,0.0,0.0
LAMPUNG,Kacang Hijau,1997,6446.0,5462.0
LAMPUNG,Kacang Hijau,1998,9049.0,7876.0
LAMPUNG,Kacang Hijau,1999,5107.0,4485.0
LAMPUNG,Kacang Hijau,2000,6266.0,5556.0
LAMPUNG,Kacang Hijau,2001,7186.0,6352.0
LAMPUNG,Kacang Hijau,2002,5851.0,5170.0
LAMPUNG,Kacang Hijau,2003,6005.0,5325.0
LAMPUNG,Kacang Hijau,2004,5643.0,4987.0
LAMPUNG,Kacang Hijau,2005,5653.0,5000.0
LAMPUNG,Kacang Hijau,2006,5022.0,4455.0
LAMPUNG,Kacang Hijau,2007,5035.0,4477.0
LAMPUNG,Kacang Hijau,2008,4492.0,4003.0
LAMPUNG,Kacang Hijau,2009,4325.0,3863.0
LAMPUNG,Kacang Hijau,2010,3935.0,3524.0
LAMPUNG,Kacang Hijau,2011,4071.0,3644.0
LAMPUNG,Kacang Hijau,2012,3576.0,3212.0
LAMPUNG,Kacang Hijau,2013,2941.0,2643.0
LAMPUNG,Kacang Hijau,2014,2611.0,2352.0
LAMPUNG,Kacang Hijau,2015,1608.0,1445.0
MALUKU,Kacang Hijau,1993,0.0,0.0
MALUKU,Kacang Hijau,1994,0.0,0.0
MALUKU,Kacang Hijau,1995,0.0,0.0
MALUKU,Kacang Hijau,1996,0.0,0.0
MALUKU,Kacang Hijau,1997,316.0,323.0
MALUKU,Kacang Hijau,1998,422.0,432.0
MALUKU,Kacang Hijau,1999,357.0,353.0
MALUKU,Kacang Hijau,2000,342.0,345.0
MALUKU,Kacang Hijau,2001,443.0,449.0
MALUKU,Kacang Hijau,2002,392.0,398.0
MALUKU,Kacang Hijau,2003,224.0,227.0
MALUKU,Kacang Hijau,2004,369.0,373.0
MALUKU,Kacang Hijau,2005,439.0,446.0
MALUKU,Kacang Hijau,2006,547.0,563.0
MALUKU,Kacang Hijau,2007,570.0,601.0
MALUKU,Kacang Hijau,2008,605.0,638.0
MALUKU,Kacang Hijau,2009,702.0,740.0
MALUKU,Kacang Hijau,2010,839.0,888.0
MALUKU,Kacang Hijau,2011,655.0,692.0
MALUKU,Kacang Hijau,2012,638.0,674.0
MALUKU,Kacang Hijau,2013,841.0,889.0
MALUKU,Kacang Hijau,2014,754.0,797.0
MALUKU,Kacang Hijau,2015,643.0,662.0
MALUKU UTARA,Kacang Hijau,1993,0.0,0.0
MALUKU UTARA,Kacang Hijau,1994,0.0,0.0
MALUKU UTARA,Kacang Hijau,1995,0.0,0.0
MALUKU UTARA,Kacang Hijau,1996,0.0,0.0
MALUKU UTARA,Kacang Hijau,1997,0.0,0.0
MALUKU UTARA,Kacang Hijau,1998,0.0,0.0
MALUKU UTARA,Kacang Hijau,1999,0.0,0.0
MALUKU UTARA,Kacang Hijau,2000,0.0,0.0
MALUKU UTARA,Kacang Hijau,2001,0.0,0.0
MALUKU UTARA,Kacang Hijau,2002,0.0,0.0
MALUKU UTARA,Kacang Hijau,2003,178.0,201.0
MALUKU UTARA,Kacang Hijau,2004,318.0,345.0
MALUKU UTARA,Kacang Hijau,2005,346.0,376.0
MALUKU UTARA,Kacang Hijau,2006,364.0,387.0
MALUKU UTARA,Kacang Hijau,2007,378.0,404.0
MALUKU UTARA,Kacang Hijau,2008,348.0,383.0
MALUKU UTARA,Kacang Hijau,2009,301.0,331.0
MALUKU UTARA,Kacang Hijau,2010,272.0,299.0
MALUKU UTARA,Kacang Hijau,2011,247.0,272.0
MALUKU UTARA,Kacang Hijau,2012,251.0,275.0
MALUKU UTARA,Kacang Hijau,2013,278.0,324.0
MALUKU UTARA,Kacang Hijau,2014,492.0,546.0
MALUKU UTARA,Kacang Hijau,2015,614.0,739.0
NUSA TENGGARA BARAT,Kacang Hijau,1993,0.0,0.0
NUSA TENGGARA BARAT,Kacang Hijau,1994,0.0,0.0
NUSA TENGGARA BARAT,Kacang Hijau,1995,0.0,0.0
NUSA TENGGARA BARAT,Kacang Hijau,1996,0.0,0.0
NUSA TENGGARA BARAT,Kacang Hijau,1997,32261.0,18513.0
NUSA TENGGARA BARAT,Kacang Hijau,1998,40450.0,21943.0
NUSA TENGGARA BARAT,Kacang Hijau,1999,26670.0,14479.0
NUSA TENGGARA BARAT,Kacang Hijau,2000,32112.0,17736.0
NUSA TENGGARA BARAT,Kacang Hijau,2001,43591.0,24039.0
NUSA TENGGARA BARAT,Kacang Hijau,2002,43918.0,24065.0
NUSA TENGGARA BARAT,Kacang Hijau,2003,47114.0,35406.0
NUSA TENGGARA BARAT,Kacang Hijau,2004,49842.0,39730.0
NUSA TENGGARA BARAT,Kacang Hijau,2005,44680.0,35429.0
NUSA TENGGARA BARAT,Kacang Hijau,2006,50061.0,40968.0
NUSA TENGGARA BARAT,Kacang Hijau,2007,43990.0,40970.0
NUSA TENGGARA BARAT,Kacang Hijau,2008,40017.0,39756.0
NUSA TENGGARA BARAT,Kacang Hijau,2009,34536.0,33774.0
NUSA TENGGARA BARAT,Kacang Hijau,2010,45511.0,50012.0
NUSA TENGGARA BARAT,Kacang Hijau,2011,45351.0,50702.0
NUSA TENGGARA BARAT,Kacang Hijau,2012,27775.0,34152.0
NUSA TENGGARA BARAT,Kacang Hijau,2013,19374.0,22079.0
NUSA TENGGARA BARAT,Kacang Hijau,2014,16395.0,18218.0
NUSA TENGGARA BARAT,Kacang Hijau,2015,23315.0,27074.0
NUSA TENGGARA TIMUR,Kacang Hijau,1993,0.0,0.0
NUSA TENGGARA TIMUR,Kacang Hijau,1994,0.0,0.0
NUSA TENGGARA TIMUR,Kacang Hijau,1995,0.0,0.0
NUSA TENGGARA TIMUR,Kacang Hijau,1996,0.0,0.0
NUSA TENGGARA TIMUR,Kacang Hijau,1997,19446.0,14505.0
NUSA TENGGARA TIMUR,Kacang Hijau,1998,24246.0,19580.0
NUSA TENGGARA TIMUR,Kacang Hijau,1999,20315.0,16768.0
NUSA TENGGARA TIMUR,Kacang Hijau,2000,17250.0,13900.0
NUSA TENGGARA TIMUR,Kacang Hijau,2001,20596.0,16441.0
NUSA TENGGARA TIMUR,Kacang Hijau,2002,23732.0,19120.0
NUSA TENGGARA TIMUR,Kacang Hijau,2003,24606.0,20135.0
NUSA TENGGARA TIMUR,Kacang Hijau,2004,24012.0,19896.0
NUSA TENGGARA TIMUR,Kacang Hijau,2005,20010.0,16696.0
NUSA TENGGARA TIMUR,Kacang Hijau,2006,22958.0,19353.0
NUSA TENGGARA TIMUR,Kacang Hijau,2007,24694.0,20802.0
NUSA TENGGARA TIMUR,Kacang Hijau,2008,28015.0,23392.0
NUSA TENGGARA TIMUR,Kacang Hijau,2009,24277.0,20447.0
NUSA TENGGARA TIMUR,Kacang Hijau,2010,15767.0,13462.0
NUSA TENGGARA TIMUR,Kacang Hijau,2011,12307.0,10407.0
NUSA TENGGARA TIMUR,Kacang Hijau,2012,13183.0,11478.0
NUSA TENGGARA TIMUR,Kacang Hijau,2013,11869.0,10139.0
NUSA TENGGARA TIMUR,Kacang Hijau,2014,10548.0,9121.0
NUSA TENGGARA TIMUR,Kacang Hijau,2015,11130.0,9717.0
PAPUA,Kacang Hijau,1993,0.0,0.0
PAPUA,Kacang Hijau,1994,0.0,0.0
PAPUA,Kacang Hijau,1995,0.0,0.0
PAPUA,Kacang Hijau,1996,0.0,0.0
PAPUA,Kacang Hijau,1997,1482.0,1574.0
PAPUA,Kacang Hijau,1998,1402.0,1545.0
PAPUA,Kacang Hijau,1999,1442.0,1798.0
PAPUA,Kacang Hijau,2000,1123.0,1299.0
PAPUA,Kacang Hijau,2001,1773.0,2099.0
PAPUA,Kacang Hijau,2002,1436.0,1461.0
PAPUA,Kacang Hijau,2003,788.0,1027.0
PAPUA,Kacang Hijau,2004,871.0,888.0
PAPUA,Kacang Hijau,2005,1261.0,1283.0
PAPUA,Kacang Hijau,2006,1269.0,1291.0
PAPUA,Kacang Hijau,2007,901.0,927.0
PAPUA,Kacang Hijau,2008,953.0,969.0
PAPUA,Kacang Hijau,2009,605.0,645.0
PAPUA,Kacang Hijau,2010,757.0,800.0
PAPUA,Kacang Hijau,2011,727.0,762.0
PAPUA,Kacang Hijau,2012,807.0,841.0
PAPUA,Kacang Hijau,2013,649.0,682.0
PAPUA,Kacang Hijau,2014,309.0,334.0
PAPUA,Kacang Hijau,2015,429.0,468.0
PAPUA BARAT,Kacang Hijau,1993,0.0,0.0
PAPUA BARAT,Kacang Hijau,1994,0.0,0.0
PAPUA BARAT,Kacang Hijau,1995,0.0,0.0
PAPUA BARAT,Kacang Hijau,1996,0.0,0.0
PAPUA BARAT,Kacang Hijau,1997,0.0,0.0
PAPUA BARAT,Kacang Hijau,1998,0.0,0.0
PAPUA BARAT,Kacang Hijau,1999,0.0,0.0
PAPUA BARAT,Kacang Hijau,2000,0.0,0.0
PAPUA BARAT,Kacang Hijau,2001,0.0,0.0
PAPUA BARAT,Kacang Hijau,2002,0.0,0.0
PAPUA BARAT,Kacang Hijau,2003,0.0,0.0
PAPUA BARAT,Kacang Hijau,2004,0.0,0.0
PAPUA BARAT,Kacang Hijau,2005,855.0,872.0
PAPUA BARAT,Kacang Hijau,2006,910.0,928.0
PAPUA BARAT,Kacang Hijau,2007,667.0,671.0
PAPUA BARAT,Kacang Hijau,2008,560.0,557.0
PAPUA BARAT,Kacang Hijau,2009,300.0,291.0
PAPUA BARAT,Kacang Hijau,2010,238.0,245.0
PAPUA BARAT,Kacang Hijau,2011,257.0,264.0
PAPUA BARAT,Kacang Hijau,2012,178.0,196.0
PAPUA BARAT,Kacang Hijau,2013,173.0,187.0
PAPUA BARAT,Kacang Hijau,2014,170.0,176.0
PAPUA BARAT,Kacang Hijau,2015,112.0,116.0
RIAU,Kacang Hijau,1993,0.0,0.0
RIAU,Kacang Hijau,1994,0.0,0.0
RIAU,Kacang Hijau,1995,0.0,0.0
RIAU,Kacang Hijau,1996,0.0,0.0
RIAU,Kacang Hijau,1997,1226.0,1191.0
RIAU,Kacang Hijau,1998,1624.0,1604.0
RIAU,Kacang Hijau,1999,1464.0,1458.0
RIAU,Kacang Hijau,2000,1642.0,1701.0
RIAU,Kacang Hijau,2001,1301.0,1305.0
RIAU,Kacang Hijau,2002,1573.0,1582.0
RIAU,Kacang Hijau,2003,1931.0,1945.0
RIAU,Kacang Hijau,2004,1158.0,1170.0
RIAU,Kacang Hijau,2005,1886.0,1950.0
RIAU,Kacang Hijau,2006,2194.0,2311.0
RIAU,Kacang Hijau,2007,1650.0,1739.0
RIAU,Kacang Hijau,2008,1577.0,1688.0
RIAU,Kacang Hijau,2009,958.0,1014.0
RIAU,Kacang Hijau,2010,1140.0,1228.0
RIAU,Kacang Hijau,2011,938.0,995.0
RIAU,Kacang Hijau,2012,865.0,920.0
RIAU,Kacang Hijau,2013,585.0,619.0
RIAU,Kacang Hijau,2014,598.0,645.0
RIAU,Kacang Hijau,2015,576.0,598.0
SULAWESI BARAT,Kacang Hijau,1993,0.0,0.0
SULAWESI BARAT,Kacang Hijau,1994,0.0,0.0
SULAWESI BARAT,Kacang Hijau,1995,0.0,0.0
SULAWESI BARAT,Kacang Hijau,1996,0.0,0.0
SULAWESI BARAT,Kacang Hijau,1997,0.0,0.0
SULAWESI BARAT,Kacang Hijau,1998,0.0,0.0
SULAWESI BARAT,Kacang Hijau,1999,0.0,0.0
SULAWESI BARAT,Kacang Hijau,2000,0.0,0.0
SULAWESI BARAT,Kacang Hijau,2001,0.0,0.0
SULAWESI BARAT,Kacang Hijau,2002,0.0,0.0
SULAWESI BARAT,Kacang Hijau,2003,0.0,0.0
SULAWESI BARAT,Kacang Hijau,2004,0.0,0.0
SULAWESI BARAT,Kacang Hijau,2005,538.0,730.0
SULAWESI BARAT,Kacang Hijau,2006,705.0,907.0
SULAWESI BARAT,Kacang Hijau,2007,817.0,1073.0
SULAWESI BARAT,Kacang Hijau,2008,981.0,1293.0
SULAWESI BARAT,Kacang Hijau,2009,803.0,1093.0
SULAWESI BARAT,Kacang Hijau,2010,614.0,839.0
SULAWESI BARAT,Kacang Hijau,2011,526.0,714.0
SULAWESI BARAT,Kacang Hijau,2012,676.0,930.0
SULAWESI BARAT,Kacang Hijau,2013,452.0,615.0
SULAWESI BARAT,Kacang Hijau,2014,269.0,366.0
SULAWESI BARAT,Kacang Hijau,2015,264.0,360.0
SULAWESI SELATAN,Kacang Hijau,1993,0.0,0.0
SULAWESI SELATAN,Kacang Hijau,1994,0.0,0.0
SULAWESI SELATAN,Kacang Hijau,1995,0.0,0.0
SULAWESI SELATAN,Kacang Hijau,1996,0.0,0.0
SULAWESI SELATAN,Kacang Hijau,1997,35406.0,40885.0
SULAWESI SELATAN,Kacang Hijau,1998,46195.0,56030.0
SULAWESI SELATAN,Kacang Hijau,1999,27432.0,31574.0
SULAWESI SELATAN,Kacang Hijau,2000,40735.0,45700.0
SULAWESI SELATAN,Kacang Hijau,2001,34622.0,39562.0
SULAWESI SELATAN,Kacang Hijau,2002,29436.0,32549.0
SULAWESI SELATAN,Kacang Hijau,2003,33180.0,38608.0
SULAWESI SELATAN,Kacang Hijau,2004,21634.0,27063.0
SULAWESI SELATAN,Kacang Hijau,2005,23779.0,28941.0
SULAWESI SELATAN,Kacang Hijau,2006,23490.0,28554.0
SULAWESI SELATAN,Kacang Hijau,2007,26594.0,32811.0
SULAWESI SELATAN,Kacang Hijau,2008,19307.0,23995.0
SULAWESI SELATAN,Kacang Hijau,2009,17966.0,23299.0
SULAWESI SELATAN,Kacang Hijau,2010,21009.0,26458.0
SULAWESI SELATAN,Kacang Hijau,2011,31079.0,41093.0
SULAWESI SELATAN,Kacang Hijau,2012,17143.0,22623.0
SULAWESI SELATAN,Kacang Hijau,2013,14226.0,18341.0
SULAWESI SELATAN,Kacang Hijau,2014,20315.0,27620.0
SULAWESI SELATAN,Kacang Hijau,2015,31653.0,40787.0
SULAWESI TENGAH,Kacang Hijau,1993,0.0,0.0
SULAWESI TENGAH,Kacang Hijau,1994,0.0,0.0
SULAWESI TENGAH,Kacang Hijau,1995,0.0,0.0
SULAWESI TENGAH,Kacang Hijau,1996,0.0,0.0
SULAWESI TENGAH,Kacang Hijau,1997,1760.0,1293.0
SULAWESI TENGAH,Kacang Hijau,1998,2321.0,1719.0
SULAWESI TENGAH,Kacang Hijau,1999,1570.0,1158.0
SULAWESI TENGAH,Kacang Hijau,2000,1204.0,894.0
SULAWESI TENGAH,Kacang Hijau,2001,1414.0,1075.0
SULAWESI TENGAH,Kacang Hijau,2002,1755.0,1334.0
SULAWESI TENGAH,Kacang Hijau,2003,1915.0,1444.0
SULAWESI TENGAH,Kacang Hijau,2004,1748.0,27063.0
SULAWESI TENGAH,Kacang Hijau,2005,1821.0,1381.0
SULAWESI TENGAH,Kacang Hijau,2006,1686.0,1281.0
SULAWESI TENGAH,Kacang Hijau,2007,1418.0,1115.0
SULAWESI TENGAH,Kacang Hijau,2008,1073.0,873.0
SULAWESI TENGAH,Kacang Hijau,2009,1250.0,1014.0
SULAWESI TENGAH,Kacang Hijau,2010,1254.0,1031.0
SULAWESI TENGAH,Kacang Hijau,2011,1577.0,1312.0
SULAWESI TENGAH,Kacang Hijau,2012,1639.0,1373.0
SULAWESI TENGAH,Kacang Hijau,2013,1009.0,839.0
SULAWESI TENGAH,Kacang Hijau,2014,839.0,721.0
SULAWESI TENGAH,Kacang Hijau,2015,764.0,628.0
SULAWESI TENGGARA,Kacang Hijau,1993,0.0,0.0
SULAWESI TENGGARA,Kacang Hijau,1994,0.0,0.0
SULAWESI TENGGARA,Kacang Hijau,1995,0.0,0.0
SULAWESI TENGGARA,Kacang Hijau,1996,0.0,0.0
SULAWESI TENGGARA,Kacang Hijau,1997,1216.0,904.0
SULAWESI TENGGARA,Kacang Hijau,1998,1349.0,973.0
SULAWESI TENGGARA,Kacang Hijau,1999,1406.0,981.0
SULAWESI TENGGARA,Kacang Hijau,2000,1269.0,901.0
SULAWESI TENGGARA,Kacang Hijau,2001,1673.0,1190.0
SULAWESI TENGGARA,Kacang Hijau,2002,1946.0,1406.0
SULAWESI TENGGARA,Kacang Hijau,2003,2067.0,1463.0
SULAWESI TENGGARA,Kacang Hijau,2004,2381.0,1675.0
SULAWESI TENGGARA,Kacang Hijau,2005,2160.0,1602.0
SULAWESI TENGGARA,Kacang Hijau,2006,1955.0,1475.0
SULAWESI TENGGARA,Kacang Hijau,2007,2273.0,1832.0
SULAWESI TENGGARA,Kacang Hijau,2008,1958.0,1640.0
SULAWESI TENGGARA,Kacang Hijau,2009,1355.0,1131.0
SULAWESI TENGGARA,Kacang Hijau,2010,1119.0,900.0
SULAWESI TENGGARA,Kacang Hijau,2011,1899.0,1527.0
SULAWESI TENGGARA,Kacang Hijau,2012,1325.0,1076.0
SULAWESI TENGGARA,Kacang Hijau,2013,1342.0,1083.0
SULAWESI TENGGARA,Kacang Hijau,2014,1476.0,1192.0
SULAWESI TENGGARA,Kacang Hijau,2015,1287.0,1036.0
SULAWESI UTARA,Kacang Hijau,1993,0.0,0.0
SULAWESI UTARA,Kacang Hijau,1994,0.0,0.0
SULAWESI UTARA,Kacang Hijau,1995,0.0,0.0
SULAWESI UTARA,Kacang Hijau,1996,0.0,0.0
SULAWESI UTARA,Kacang Hijau,1997,4956.0,4857.0
SULAWESI UTARA,Kacang Hijau,1998,1294.0,1272.0
SULAWESI UTARA,Kacang Hijau,1999,3940.0,3881.0
SULAWESI UTARA,Kacang Hijau,2000,2691.0,2685.0
SULAWESI UTARA,Kacang Hijau,2001,1698.0,1709.0
SULAWESI UTARA,Kacang Hijau,2002,1229.0,1233.0
SULAWESI UTARA,Kacang Hijau,2003,991.0,1004.0
SULAWESI UTARA,Kacang Hijau,2004,1225.0,1268.0
SULAWESI UTARA,Kacang Hijau,2005,1417.0,1463.0
SULAWESI UTARA,Kacang Hijau,2006,1506.0,2078.0
SULAWESI UTARA,Kacang Hijau,2007,1614.0,2153.0
SULAWESI UTARA,Kacang Hijau,2008,1791.0,2381.0
SULAWESI UTARA,Kacang Hijau,2009,2123.0,2680.0
SULAWESI UTARA,Kacang Hijau,2010,1715.0,2184.0
SULAWESI UTARA,Kacang Hijau,2011,1433.0,1825.0
SULAWESI UTARA,Kacang Hijau,2012,1621.0,2045.0
SULAWESI UTARA,Kacang Hijau,2013,1218.0,1541.0
SULAWESI UTARA,Kacang Hijau,2014,1170.0,1498.0
SULAWESI UTARA,Kacang Hijau,2015,845.0,969.0
SUMATERA BARAT,Kacang Hijau,1993,0.0,0.0
SUMATERA BARAT,Kacang Hijau,1994,0.0,0.0
SUMATERA BARAT,Kacang Hijau,1995,0.0,0.0
SUMATERA BARAT,Kacang Hijau,1996,0.0,0.0
SUMATERA BARAT,Kacang Hijau,1997,1302.0,1454.0
SUMATERA BARAT,Kacang Hijau,1998,1200.0,1321.0
SUMATERA BARAT,Kacang Hijau,1999,1386.0,1617.0
SUMATERA BARAT,Kacang Hijau,2000,1483.0,1692.0
SUMATERA BARAT,Kacang Hijau,2001,1315.0,1468.0
