Provinsi;Komoditas;Tahun;Luas Panen;Produksi;KMeans;KMeans Label;Prediksi Luas Panen;Prediksi Produksi
DKI JAKARTA;Jagung;2020;0;0;0;Rendah;84625,3721;6596,550944
DKI JAKARTA;Jagung;2021;0;0;0;Rendah;83317,13524;6596,550944
DKI JAKARTA;Jagung;2022;0;0;0;Rendah;82008,89837;6596,550944
DKI JAKARTA;Jagung;2023;0;0;0;Rendah;80700,66151;6596,550944
GORONTALO;Jagung;1993;0;0;0;Rendah;119947,7675;6596,550944
GORONTALO;Jagung;1994;0;0;0;Rendah;118639,5306;6596,550944
GORONTALO;Jagung;1995;0;0;0;Rendah;117331,2937;6596,550944
GORONTALO;Jagung;1996;0;0;0;Rendah;116023,0569;6596,550944
GORONTALO;Jagung;1997;0;0;0;Rendah;114714,82;6596,550944
GORONTALO;Jagung;1998;0;0;0;Rendah;113406,5831;6596,550944
GORONTALO;Jagung;1999;0;0;0;Rendah;112098,3463;6596,550944
GORONTALO;Jagung;2000;0;0;0;Rendah;110790,1094;6596,550944
GORONTALO;Jagung;2001;36610;81720;0;Rendah;109481,8725;140399,0506
GORONTALO;Jagung;2002;45718;130251;0;Rendah;108173,6357;173687,0366
GORONTALO;Jagung;2003;58716;183998;0;Rendah;106865,3988;221192,2234
GORONTALO;Jagung;2004;72529;251214;0;Rendah;105557,1619;271676,0783
GORONTALO;Jagung;2005;107752;400046;0;Rendah;104248,9251;400409,3601
GORONTALO;Jagung;2006;109792;416222;0;Rendah;102940,6882;407865,1672
GORONTALO;Jagung;2007;119027;572785;0;Rendah;101632,4513;441617,3137
GORONTALO;Jagung;2008;156436;753598;2;Sedang;100324,2145;578340,0045
GORONTALO;Jagung;2009;124798;569110;0;Rendah;99015,97762;462709,2073
GORONTALO;Jagung;2010;143833;679167;0;Rendah;97707,74075;532278,4666
GORONTALO;Jagung;2011;135754;605782;0;Rendah;96399,50389;502751,2774
GORONTALO;Jagung;2012;135543;644754;0;Rendah;95091,26702;501980,1131
GORONTALO;Jagung;2013;140423;669094;0;Rendah;93783,03016;519815,5733
GORONTALO;Jagung;2014;148816;719780;0;Rendah;92474,79329;550490,372
GORONTALO;Jagung;2015;129131;643512;0;Rendah;91166,55643;478545,4879
GORONTALO;Jagung;2020;125415,3;580370,29;0;Rendah;84625,3721;464965,32
GORONTALO;Jagung;2021;138958,14;669890,37;0;Rendah;83317,13524;514461,7921
GORONTALO;Jagung;2022;140548,34;692439,15;0;Rendah;82008,89837;520273,6668
GORONTALO;Jagung;2023;113572,62;531780,13;0;Rendah;80700,66151;421682,6052
JAMBI;Jagung;1993;6619;10206;0;Rendah;119947,7675;30787,72126
JAMBI;Jagung;1994;7825;11337;0;Rendah;118639,5306;35195,41901
JAMBI;Jagung;1995;9499;14213;0;Rendah;117331,2937;41313,56663
JAMBI;Jagung;1996;11975;17895;0;Rendah;116023,0569;50362,8698
JAMBI;Jagung;1997;10524;17764;0;Rendah;114714,82;45059,74423
JAMBI;Jagung;1998;18345;30320;0;Rendah;113406,5831;73643,99306
JAMBI;Jagung;1999;18940;30533;0;Rendah;112098,3463;75818,60348
JAMBI;Jagung;2000;12496;24875;0;Rendah;110790,1094;52267,02446
JAMBI;Jagung;2001;11485;23975;0;Rendah;109481,8725;48572,01416
JAMBI;Jagung;2002;11528;26722;0;Rendah;108173,6357;48729,17088
JAMBI;Jagung;2003;8966;27077;0;Rendah;106865,3988;39365,55427
JAMBI;Jagung;2004;8724;27540;0;Rendah;105557,1619;38481,09088
JAMBI;Jagung;2005;8874;29679;0;Rendah;104248,9251;39029,31199
JAMBI;Jagung;2006;8637;29288;0;Rendah;102940,6882;38163,12263
JAMBI;Jagung;2007;8655;30028;0;Rendah;101632,4513;38228,90916
JAMBI;Jagung;2008;9520;34616;0;Rendah;100324,2145;41390,31758
JAMBI;Jagung;2009;10112;38169;0;Rendah;99015,97762;43553,96358
JAMBI;Jagung;2010;8280;30691;0;Rendah;97707,74075;36858,35638
JAMBI;Jagung;2011;6706;25521;0;Rendah;96399,50389;31105,6895
JAMBI;Jagung;2012;6587;25571;0;Rendah;95091,26702;30670,76742
JAMBI;Jagung;2013;6504;25690;0;Rendah;93783,03016;30367,4184
JAMBI;Jagung;2014;7937;43617;0;Rendah;92474,79329;35604,75744
JAMBI;Jagung;2015;8486;51712;0;Rendah;91166,55643;37611,24671
JAMBI;Jagung;2020;1111;7604,47;0;Rendah;84625,3721;10657,04199
JAMBI;Jagung;2021;1665,97;9719,01;0;Rendah;83317,13524;12685,35046
